0,1,2,3,4,5,6,7,8,9
0.9999998,0.5154952,0.35864016,0.5531651,0.24934441,0.52169657,0.28774148,0.40833867,0.34465852,0.20125198
0.5154952,0.9999999,0.39940965,0.16571441,0.2514559,0.25216526,0.2550646,0.21467218,0.34796178,0.22780807
0.35864016,0.39940965,1.0000002,0.12506925,0.47148773,0.3195889,0.42908922,0.14492974,0.3183106,0.23470299
0.5531651,0.16571441,0.12506925,0.9999994,0.088756435,0.5225053,0.20993042,0.54338646,0.28580898,0.24686523
0.24934441,0.2514559,0.47148773,0.088756435,1.0000002,0.38455072,0.350448,0.13723043,0.41115037,0.34410727
0.52169657,0.25216526,0.3195889,0.5225053,0.38455072,1.0000002,0.29208207,0.47060618,0.4960325,0.45888257
0.28774148,0.2550646,0.42908922,0.20993042,0.350448,0.29208207,0.99999964,0.09844342,0.25792655,0.32855612
0.40833867,0.21467218,0.14492974,0.54338646,0.13723043,0.47060618,0.09844342,1.0,0.20036891,0.25227866
0.34465855,0.34796178,0.3183106,0.28580895,0.4111504,0.49603248,0.25792652,0.20036891,1.0000005,0.32443613
0.20125201,0.22780806,0.23470299,0.24686521,0.34410727,0.45888257,0.32855606,0.25227863,0.32443613,0.99999964
